Transaction ID,Date,Currency,Sender,Receiver,Amount,Fee,Type,Amount Value,Fee Value,Currency Type From Amount
TX239,16/02/2023,Auric,Carla Marquez,Paul Richmond,930 Auric,49 Auric,Payment,930,49,Auric
TX240,20/02/2023,Auric,Bradley Oconnell DDS,Jason Jimenez,877 Auric,28 Auric,Purchase,877,28,Auric
TX241,26/02/2023,Electra,Cody Adams,James Wilson,280 Electra,45 Electra,Transfer,280,45,Electra
TX242,17/04/2023,Electra,Tracy Wall,Keith Fields,114 Electra,1 Electra,Transfer,114,1,Electra
TX243,25/01/2023,Lumina,Katherine Perez,Randall Reed,6 Lumina,36 Lumina,Purchase,6,36,Lumina
TX244,10/07/2023,Zentia,Johnny Hughes,Brandi Kane,912 Zentia,41 Zentia,Transfer,912,41,Zentia
TX245,04/05/2023,Zentia,Jasmine Hartman,Traci Fernandez,218 Zentia,25 Zentia,Payment,218,25,Zentia
TX246,23/05/2023,Auric,Katie Stanley,Ryan Oneal,226 Auric,15 Auric,Transfer,226,15,Auric
TX247,14/07/2023,Zentia,David Sellers,Lauren Morgan,590 Zentia,14 Zentia,Transfer,590,14,Zentia
TX248,04/06/2023,Zentia,Ms. Terry Sharp MD,Courtney Roberson,705 Zentia,33 Zentia,Purchase,705,33,Zentia
TX249,16/03/2023,Zentia,Susan Duncan,Virginia Hood,370 Zentia,36 Zentia,Payment,370,36,Zentia
TX250,09/07/2023,Electra,Mr. Bobby Miller DVM,Samantha Watson,515 Electra,10 Electra,Transfer,515,10,Electra
TX251,04/03/2023,Auric,Jonathan Beard,Allison Thompson,409 Auric,17 Auric,Transfer,409,17,Auric
TX252,01/06/2023,Zentia,Kelly Fox PhD,Joseph Garcia,583 Zentia,47 Zentia,Transfer,583,47,Zentia
TX253,25/08/2023,Lumina,Lindsey Wolf,Spencer Kaufman,232 Lumina,6 Lumina,Payment,232,6,Lumina
TX254,18/03/2023,Lumina,Lisa Mills,Angelica Deleon,881 Lumina,27 Lumina,Payment,881,27,Lumina
TX255,20/08/2023,Zentia,Michelle Jackson,Stephen Brown,525 Zentia,32 Zentia,Purchase,525,32,Zentia
TX256,07/06/2023,Auric,James Padilla,Nina Carter,359 Auric,26 Auric,Transfer,359,26,Auric
TX257,04/06/2023,Lumina,Victoria Wilson,Eric Hart,236 Lumina,18 Lumina,Transfer,236,18,Lumina
TX258,18/02/2023,Electra,Corey Gross,Juan Shaw,364 Electra,48 Electra,Purchase,364,48,Electra
TX259,21/03/2023,Lumina,Ann Ali,Brendan Walton,866 Lumina,30 Lumina,Transfer,866,30,Lumina
TX260,16/04/2023,Zentia,Lisa Bush,Charlotte Rivera,443 Zentia,45 Zentia,Payment,443,45,Zentia
TX261,22/03/2023,Auric,Heather Mayer,Savannah Kent,759 Auric,24 Auric,Payment,759,24,Auric
TX262,20/07/2023,Zentia,Jason Quinn,Jenna Becker,487 Zentia,20 Zentia,Purchase,487,20,Zentia
TX263,31/05/2023,Lumina,Maria Barber,Michael Hayes,111 Lumina,34 Lumina,Payment,111,34,Lumina
TX264,16/06/2023,Auric,Jamie Parks,Kathleen Maldonado,449 Auric,48 Auric,Purchase,449,48,Auric
TX265,31/01/2023,Lumina,Danielle Kane,Laura Leon,153 Lumina,23 Lumina,Transfer,153,23,Lumina
TX266,06/07/2023,Auric,Cody Moss,Katelyn Miller,154 Auric,24 Auric,Payment,154,24,Auric
TX267,27/06/2023,Zentia,Elizabeth Johnson,Diana Stanley,11 Zentia,37 Zentia,Transfer,11,37,Zentia
TX268,08/06/2023,Electra,Katelyn Rice,Mark Reid,59 Electra,9 Electra,Transfer,59,9,Electra
TX269,14/03/2023,Zentia,Sarah Schultz,Maurice Dougherty,449 Zentia,29 Zentia,Transfer,449,29,Zentia
TX270,14/08/2023,Auric,Robert Parks,Robert Garrett,620 Auric,12 Auric,Purchase,620,12,Auric
TX271,25/02/2023,Electra,Patrick Edwards,Kaitlyn Coleman,408 Electra,37 Electra,Transfer,408,37,Electra
TX272,22/02/2023,Auric,Rita Jones,Heather Hall,957 Auric,18 Auric,Payment,957,18,Auric
TX273,09/02/2023,Auric,Emily Owens,Melissa Moon,890 Auric,1 Auric,Purchase,890,1,Auric
TX274,12/01/2023,Electra,Vanessa Tucker,Amanda Cruz,528 Electra,4 Electra,Payment,528,4,Electra
TX275,29/03/2023,Lumina,Joseph Zuniga,Carla Oneal,50 Lumina,43 Lumina,Payment,50,43,Lumina
TX276,28/05/2023,Lumina,Kevin Alexander,Alexis Wilson,19 Lumina,36 Lumina,Purchase,19,36,Lumina
TX277,11/07/2023,Lumina,Andrea Hernandez,Samuel Berry,828 Lumina,19 Lumina,Payment,828,19,Lumina
TX278,02/06/2023,Lumina,John Melton,Dr. Troy Carter MD,276 Lumina,37 Lumina,Transfer,276,37,Lumina
TX279,11/07/2023,Zentia,Greg Wang,Robert Black,714 Zentia,32 Zentia,Purchase,714,32,Zentia
TX280,15/02/2023,Lumina,Wanda Johnson,Thomas Turner,599 Lumina,14 Lumina,Purchase,599,14,Lumina
TX281,01/02/2023,Electra,Emily Terrell,Suzanne Acosta,318 Electra,26 Electra,Purchase,318,26,Electra
TX282,14/08/2023,Auric,Jillian Horne,Lauren Vaughn,129 Auric,9 Auric,Transfer,129,9,Auric
TX283,12/08/2023,Zentia,Jonathan Hernandez,James Garza,420 Zentia,26 Zentia,Purchase,420,26,Zentia
TX284,16/02/2023,Electra,John Maxwell,Jamie Hicks,123 Electra,8 Electra,Purchase,123,8,Electra
TX285,15/01/2023,Zentia,Nicholas Torres,Terry Rogers,440 Zentia,38 Zentia,Transfer,440,38,Zentia
TX286,28/04/2023,Lumina,Noah Yang,Jennifer Stevens,269 Lumina,8 Lumina,Purchase,269,8,Lumina
TX287,21/04/2023,Auric,Jose Mccoy,Amy Smith,925 Auric,39 Auric,Payment,925,39,Auric
TX288,24/02/2023,Zentia,Sarah Black,Lindsay Thompson,190 Zentia,31 Zentia,Payment,190,31,Zentia
TX289,05/07/2023,Electra,Kelly Lee,James Booth,518 Electra,17 Electra,Payment,518,17,Electra
TX290,06/01/2023,Electra,Jeremy Price,Kayla Long,591 Electra,23 Electra,Transfer,591,23,Electra
TX291,31/03/2023,Zentia,Aaron Johnson,Shane White,399 Zentia,1 Zentia,Purchase,399,1,Zentia
TX292,23/01/2023,Electra,Justin Cain,Jessica Leonard,320 Electra,10 Electra,Purchase,320,10,Electra
TX293,20/05/2023,Auric,Alex Smith,Alicia Rivera,603 Auric,45 Auric,Transfer,603,45,Auric
TX294,17/04/2023,Auric,Sarah Thomas,Michael Smith,138 Auric,21 Auric,Purchase,138,21,Auric
TX295,15/02/2023,Zentia,Michael Tucker,Anthony Conrad,124 Zentia,40 Zentia,Payment,124,40,Zentia
TX296,23/03/2023,Zentia,Derrick Johnson,Victor Wright,413 Zentia,23 Zentia,Transfer,413,23,Zentia
TX297,14/05/2023,Zentia,Mrs. Madison Snyder DVM,Ronald Moore,632 Zentia,25 Zentia,Transfer,632,25,Zentia
TX298,20/06/2023,Auric,Stacy Sawyer,Maria Lopez,591 Auric,5 Auric,Purchase,591,5,Auric
TX299,08/07/2023,Lumina,Jeffery Edwards,William Hamilton,918 Lumina,30 Lumina,Transfer,918,30,Lumina
TX300,20/02/2023,Zentia,Jeffery Harrison,Molly Jones,603 Zentia,5 Zentia,Transfer,603,5,Zentia
TX301,19/01/2023,Auric,Lindsay Ward,Mrs. Erica Perez,345 Auric,48 Auric,Purchase,345,48,Auric
TX302,25/03/2023,Lumina,Jared Richardson,Mackenzie Thompson,996 Lumina,1 Lumina,Payment,996,1,Lumina
TX303,18/06/2023,Lumina,Danielle Benjamin,Troy Sanders,432 Lumina,5 Lumina,Payment,432,5,Lumina
TX304,28/07/2023,Zentia,Brittney Patel,Joseph Cisneros,623 Zentia,46 Zentia,Transfer,623,46,Zentia
TX305,22/07/2023,Lumina,Ronald Gordon,Kimberly Williams,492 Lumina,9 Lumina,Transfer,492,9,Lumina
TX306,02/06/2023,Lumina,Tracey Hooper,Bradley Smith,729 Lumina,45 Lumina,Payment,729,45,Lumina
TX307,04/07/2023,Zentia,Natalie Miller,Benjamin Krueger,301 Zentia,17 Zentia,Purchase,301,17,Zentia
TX308,26/05/2023,Zentia,Troy Whitney,Douglas Davis,320 Zentia,7 Zentia,Payment,320,7,Zentia
TX309,23/03/2023,Lumina,Ashley Smith,Regina James,121 Lumina,23 Lumina,Transfer,121,23,Lumina
TX310,28/04/2023,Zentia,Cynthia Gonzalez,Brittany Bowman,735 Zentia,14 Zentia,Transfer,735,14,Zentia
TX311,07/07/2023,Zentia,Joan Anderson,David Hale,545 Zentia,39 Zentia,Payment,545,39,Zentia
TX312,11/07/2023,Lumina,Melissa Velasquez DVM,Michelle Jones,937 Lumina,33 Lumina,Payment,937,33,Lumina
TX313,18/03/2023,Lumina,Matthew Salazar,Micheal Winters,594 Lumina,29 Lumina,Purchase,594,29,Lumina
TX314,06/05/2023,Auric,Sandra Dickerson,Samantha Parks,929 Auric,26 Auric,Purchase,929,26,Auric
TX315,03/06/2023,Lumina,Manuel Smith,James Allen,852 Lumina,14 Lumina,Purchase,852,14,Lumina
TX316,28/04/2023,Auric,Brittany Floyd,Craig Rodriguez,965 Auric,22 Auric,Purchase,965,22,Auric
TX317,04/05/2023,Lumina,Jerry Wells,Lauren Berry,536 Lumina,17 Lumina,Purchase,536,17,Lumina
TX318,06/04/2023,Electra,Richard Ellis,Debra Butler,153 Electra,28 Electra,Payment,153,28,Electra
TX319,27/04/2023,Lumina,Andrew Dennis,Nathaniel Harding,785 Lumina,30 Lumina,Transfer,785,30,Lumina
TX320,05/06/2023,Lumina,Gary Smith,Teresa Sanders,821 Lumina,23 Lumina,Payment,821,23,Lumina
TX321,21/02/2023,Zentia,Jennifer Thompson,Tracey Guzman,878 Zentia,2 Zentia,Purchase,878,2,Zentia
TX322,20/06/2023,Lumina,Kenneth Richards,Justin Mcdonald,983 Lumina,14 Lumina,Purchase,983,14,Lumina
TX323,19/01/2023,Auric,Rachel Williams,Shelly Evans,501 Auric,45 Auric,Transfer,501,45,Auric
TX324,22/04/2023,Electra,Juan Cochran,Mr. Jackson Peterson,36 Electra,10 Electra,Transfer,36,10,Electra
TX325,27/02/2023,Electra,Jennifer Maldonado,Andrea Logan,663 Electra,43 Electra,Payment,663,43,Electra
TX326,02/04/2023,Lumina,Misty Ryan,Ronald Carpenter,41 Lumina,25 Lumina,Transfer,41,25,Lumina
TX327,29/04/2023,Electra,Karen Johnson,Dylan Martin,712 Electra,7 Electra,Transfer,712,7,Electra
TX328,27/01/2023,Auric,Courtney Wilson,James Brock,911 Auric,33 Auric,Payment,911,33,Auric
TX329,20/02/2023,Auric,Tanner Woods,Eric Lam,857 Auric,50 Auric,Transfer,857,50,Auric
TX330,16/07/2023,Zentia,Elizabeth Roberts,Katelyn Johnson,802 Zentia,49 Zentia,Transfer,802,49,Zentia
TX331,12/08/2023,Auric,Laura Morales,Matthew Schwartz,872 Auric,36 Auric,Payment,872,36,Auric
TX332,29/01/2023,Auric,Cody Simmons,Mark Harris,752 Auric,11 Auric,Payment,752,11,Auric
TX333,28/01/2023,Auric,Paul Carpenter,Kyle Clark,468 Auric,4 Auric,Purchase,468,4,Auric
TX334,03/01/2023,Electra,Joseph Jackson,Brooke Taylor,360 Electra,39 Electra,Transfer,360,39,Electra
TX335,11/07/2023,Zentia,Michaela Oconnell,Kimberly Medina,128 Zentia,21 Zentia,Transfer,128,21,Zentia
TX336,05/01/2023,Zentia,Gary Glover,Brian Murphy,674 Zentia,2 Zentia,Transfer,674,2,Zentia
TX337,28/04/2023,Lumina,Jason Miller,Steven Rivera,394 Lumina,2 Lumina,Transfer,394,2,Lumina
TX338,20/05/2023,Auric,Hannah Daniels,Allen Wood,284 Auric,8 Auric,Purchase,284,8,Auric
TX339,04/03/2023,Auric,Virginia Mills,Gabriela Dudley,589 Auric,33 Auric,Payment,589,33,Auric
TX340,13/02/2023,Zentia,Dustin Morales,Tamara Norris,110 Zentia,9 Zentia,Purchase,110,9,Zentia
TX341,02/07/2023,Auric,Patricia Bentley MD,Carrie Miranda,645 Auric,26 Auric,Transfer,645,26,Auric
TX342,16/01/2023,Auric,Stacie Michael,Megan Campbell,712 Auric,9 Auric,Transfer,712,9,Auric
TX343,29/03/2023,Zentia,Isaiah Brown,Melissa Miller,978 Zentia,48 Zentia,Transfer,978,48,Zentia
TX344,11/01/2023,Zentia,Matthew Johnson,Ashley Rodriguez,486 Zentia,17 Zentia,Transfer,486,17,Zentia
TX345,14/07/2023,Auric,Vincent Wright,Terry Mason,12 Auric,30 Auric,Purchase,12,30,Auric
TX346,10/04/2023,Lumina,Kayla Douglas,Alejandro Olson,175 Lumina,29 Lumina,Transfer,175,29,Lumina
TX347,29/03/2023,Auric,Caitlyn Price,Cheryl Hill,786 Auric,3 Auric,Purchase,786,3,Auric
TX348,06/02/2023,Auric,Michael Huynh,Monique Marquez,797 Auric,16 Auric,Transfer,797,16,Auric
TX349,09/03/2023,Zentia,Madison Harrison,Kathy Cervantes,783 Zentia,35 Zentia,Transfer,783,35,Zentia
TX350,20/02/2023,Lumina,Crystal Rodriguez,John Diaz,97 Lumina,16 Lumina,Transfer,97,16,Lumina
TX351,16/02/2023,Auric,Joseph Hall,Megan Fitzgerald,93 Auric,5 Auric,Purchase,93,5,Auric
TX352,08/07/2023,Lumina,Mary Shelton,Marc Patterson,434 Lumina,1 Lumina,Purchase,434,1,Lumina
TX353,28/03/2023,Electra,Douglas Barnett,Steven Sherman,111 Electra,3 Electra,Payment,111,3,Electra
TX354,08/03/2023,Zentia,Mariah Castro,Alicia Espinoza,233 Zentia,45 Zentia,Purchase,233,45,Zentia
TX355,25/05/2023,Zentia,Erica Owens,Karen Sutton,706 Zentia,28 Zentia,Transfer,706,28,Zentia
TX356,13/08/2023,Zentia,Amanda Garcia,John Wilkinson,283 Zentia,12 Zentia,Transfer,283,12,Zentia
TX357,25/03/2023,Auric,Joseph Monroe,Sarah Riddle,660 Auric,27 Auric,Payment,660,27,Auric
TX358,26/04/2023,Lumina,Bailey Davis,James Bender,434 Lumina,13 Lumina,Purchase,434,13,Lumina
TX359,03/06/2023,Auric,Matthew Martinez,Timothy Lam,296 Auric,47 Auric,Payment,296,47,Auric
TX360,24/03/2023,Zentia,Amber Short,Dr. Steven Conley II,543 Zentia,40 Zentia,Transfer,543,40,Zentia
TX361,24/07/2023,Zentia,Valerie Hutchinson,Anne Davis,905 Zentia,10 Zentia,Transfer,905,10,Zentia
TX362,06/08/2023,Lumina,Lisa Leblanc,Michele Galloway,221 Lumina,25 Lumina,Payment,221,25,Lumina
TX363,21/02/2023,Lumina,Kathleen Nguyen,Jamie Miller,821 Lumina,36 Lumina,Transfer,821,36,Lumina
TX364,07/02/2023,Electra,Brittney Phillips,Vincent Smith,288 Electra,6 Electra,Transfer,288,6,Electra
TX365,08/01/2023,Electra,Matthew Aguilar,Jill Johnson,879 Electra,25 Electra,Transfer,879,25,Electra
TX366,24/06/2023,Auric,Erin Hampton,Jordan Herrera,680 Auric,37 Auric,Transfer,680,37,Auric
TX367,13/07/2023,Auric,Cory Harrison,Ryan Kelly,177 Auric,8 Auric,Transfer,177,8,Auric
TX368,30/03/2023,Zentia,John Mcintosh,Robert Gardner,280 Zentia,34 Zentia,Transfer,280,34,Zentia
TX369,19/01/2023,Zentia,Debbie Patel,Dennis Stanley,370 Zentia,29 Zentia,Transfer,370,29,Zentia
TX370,26/06/2023,Auric,William Lynch,Erica Caldwell,532 Auric,32 Auric,Purchase,532,32,Auric
TX371,22/03/2023,Electra,Lindsay Warren,Kaitlyn Greer,846 Electra,49 Electra,Payment,846,49,Electra
TX372,12/04/2023,Zentia,John Leblanc,Joseph House,556 Zentia,36 Zentia,Transfer,556,36,Zentia
TX373,22/08/2023,Zentia,Jessica Thomas,Greg Vaughn,870 Zentia,29 Zentia,Purchase,870,29,Zentia
TX374,24/06/2023,Zentia,Keith King,Gregory Ward,479 Zentia,2 Zentia,Purchase,479,2,Zentia
TX375,11/04/2023,Auric,Angela Martinez,Jerome Alvarez,843 Auric,34 Auric,Purchase,843,34,Auric
TX376,28/01/2023,Auric,Pamela Collins,Melissa Gilmore,702 Auric,10 Auric,Transfer,702,10,Auric
TX377,08/08/2023,Auric,Melissa Gonzalez,Benjamin Bailey,511 Auric,49 Auric,Payment,511,49,Auric
TX378,26/03/2023,Auric,Nathaniel Orr,Zachary Carey,586 Auric,10 Auric,Payment,586,10,Auric
TX379,18/02/2023,Lumina,Sean Best,Nancy Floyd,256 Lumina,14 Lumina,Transfer,256,14,Lumina
TX380,17/05/2023,Lumina,Christopher Henderson,Kristen Anderson,660 Lumina,43 Lumina,Purchase,660,43,Lumina
TX381,12/01/2023,Electra,Vanessa Bryant,Jill Smith,721 Electra,38 Electra,Transfer,721,38,Electra
TX382,03/03/2023,Auric,Ryan Beard,Sheryl Vasquez,78 Auric,5 Auric,Payment,78,5,Auric
TX383,08/02/2023,Lumina,Joel Roy,Brittney Black,483 Lumina,14 Lumina,Payment,483,14,Lumina
TX384,25/04/2023,Zentia,Andrea Cummings,Melissa Brooks,422 Zentia,12 Zentia,Payment,422,12,Zentia
TX385,11/05/2023,Zentia,Brittany Zimmerman,Derek Miller,325 Zentia,27 Zentia,Purchase,325,27,Zentia
TX386,21/05/2023,Zentia,Ashley Washington,Michael Powell,924 Zentia,15 Zentia,Transfer,924,15,Zentia
TX387,20/08/2023,Zentia,Samuel Ball,Valerie Jennings,535 Zentia,42 Zentia,Transfer,535,42,Zentia
TX388,02/03/2023,Auric,David Lewis,Stephanie Brown PhD,4 Auric,37 Auric,Transfer,4,37,Auric
TX389,27/07/2023,Auric,Rebecca Brown,David Scott,244 Auric,17 Auric,Purchase,244,17,Auric
TX390,13/05/2023,Lumina,Kaitlyn Howell,Patrick Hester,702 Lumina,25 Lumina,Transfer,702,25,Lumina
TX391,14/04/2023,Lumina,Dale Ramos,Jeremy Beck,458 Lumina,7 Lumina,Purchase,458,7,Lumina
TX392,27/08/2023,Lumina,Randy Nelson,Mitchell Bishop,121 Lumina,48 Lumina,Payment,121,48,Lumina
TX393,25/06/2023,Lumina,David Lang,Scott Bowen,954 Lumina,20 Lumina,Transfer,954,20,Lumina
TX394,20/02/2023,Zentia,Amber Garcia,Barbara Alexander,562 Zentia,18 Zentia,Transfer,562,18,Zentia
TX395,06/02/2023,Auric,Jessica Boyd,Mr. Charles Reed II,303 Auric,10 Auric,Purchase,303,10,Auric
TX396,16/04/2023,Zentia,Michael Dougherty,Kathy Lang,35 Zentia,7 Zentia,Payment,35,7,Zentia
TX397,07/07/2023,Zentia,Jennifer Salazar,Ashley Johnston,629 Zentia,46 Zentia,Transfer,629,46,Zentia
TX398,17/03/2023,Auric,Timothy Kramer,Heather Bernard,54 Auric,7 Auric,Purchase,54,7,Auric
TX399,26/04/2023,Auric,Ross Velasquez,Louis Rogers,163 Auric,38 Auric,Payment,163,38,Auric
TX400,21/06/2023,Electra,Danny Davidson,Alice George,271 Electra,4 Electra,Payment,271,4,Electra
TX401,06/03/2023,Electra,Barbara Hall,John Flowers,442 Electra,44 Electra,Purchase,442,44,Electra
TX402,11/02/2023,Zentia,Elizabeth Wood,Danielle Brown,754 Zentia,24 Zentia,Purchase,754,24,Zentia
TX403,17/06/2023,Electra,Anna Thomas,Jenna Johnson,787 Electra,1 Electra,Purchase,787,1,Electra
TX404,18/01/2023,Electra,Russell Pierce,Michael Miller,452 Electra,3 Electra,Payment,452,3,Electra
TX405,09/02/2023,Lumina,Jesse Rivera,Mckenzie Burch,104 Lumina,1 Lumina,Purchase,104,1,Lumina
TX406,21/04/2023,Lumina,Jeffrey Phillips,William Gray,480 Lumina,29 Lumina,Transfer,480,29,Lumina
TX407,18/07/2023,Auric,David Kelly,Mark Peterson,628 Auric,5 Auric,Payment,628,5,Auric
TX408,19/04/2023,Zentia,Sarah Elliott,Abigail Jones,222 Zentia,3 Zentia,Purchase,222,3,Zentia
TX409,09/05/2023,Lumina,Victoria Glass,Timothy Morgan,747 Lumina,18 Lumina,Transfer,747,18,Lumina
TX410,22/07/2023,Auric,Sheila Bullock,Joseph Davis,501 Auric,13 Auric,Transfer,501,13,Auric
TX411,04/06/2023,Lumina,Cassie Perez,Andrea Lewis,505 Lumina,15 Lumina,Transfer,505,15,Lumina
TX412,22/07/2023,Lumina,David Ford,Philip Jones,535 Lumina,30 Lumina,Transfer,535,30,Lumina
TX413,12/01/2023,Lumina,Maria Lloyd,Heather Greene,392 Lumina,2 Lumina,Transfer,392,2,Lumina
TX414,26/08/2023,Electra,Steven Crawford,Elizabeth Bailey,392 Electra,37 Electra,Transfer,392,37,Electra
TX415,21/05/2023,Lumina,Anthony Nguyen,Brett Ramirez,205 Lumina,25 Lumina,Purchase,205,25,Lumina
TX416,12/02/2023,Lumina,Virginia Smith,Ryan Bradshaw,753 Lumina,14 Lumina,Purchase,753,14,Lumina
TX417,13/02/2023,Electra,Stephanie Grimes,Robin Wilcox DDS,745 Electra,8 Electra,Payment,745,8,Electra
TX418,03/07/2023,Electra,Veronica Austin,Joshua Medina,21 Electra,29 Electra,Transfer,21,29,Electra
TX419,18/01/2023,Zentia,Marcus Barnes,James Smith,413 Zentia,38 Zentia,Transfer,413,38,Zentia
TX420,28/03/2023,Electra,Micheal Bradford,Michael Mcintosh,729 Electra,3 Electra,Transfer,729,3,Electra
TX421,28/07/2023,Electra,Charles Duran,Michael Gonzalez,602 Electra,15 Electra,Purchase,602,15,Electra
TX422,07/03/2023,Lumina,Kristin Patterson,Justin Skinner,263 Lumina,30 Lumina,Purchase,263,30,Lumina
TX423,30/07/2023,Electra,Jose Boyd,Eric Olson,396 Electra,1 Electra,Purchase,396,1,Electra
TX424,30/07/2023,Auric,Alyssa Myers,Abigail Horn,553 Auric,42 Auric,Transfer,553,42,Auric
TX425,05/08/2023,Zentia,Cassandra Taylor,Robert Young,151 Zentia,7 Zentia,Payment,151,7,Zentia
TX426,12/01/2023,Electra,Julia Harmon,Joseph Griffith,632 Electra,13 Electra,Transfer,632,13,Electra
TX427,22/02/2023,Auric,Alexis Harrison,Kevin Hughes,489 Auric,50 Auric,Payment,489,50,Auric
TX428,28/05/2023,Zentia,Ashley Nguyen,Andrew Terry,685 Zentia,35 Zentia,Transfer,685,35,Zentia
TX429,15/02/2023,Electra,Amanda Parker,Brett Ramirez,684 Electra,28 Electra,Payment,684,28,Electra
TX430,01/06/2023,Auric,Nicole Evans,Michael Robinson,386 Auric,31 Auric,Payment,386,31,Auric
TX431,30/04/2023,Auric,Christopher Green,Juan Santana,366 Auric,4 Auric,Purchase,366,4,Auric
TX432,24/07/2023,Zentia,Jaclyn Henderson,Zachary Lambert DDS,808 Zentia,20 Zentia,Purchase,808,20,Zentia
TX433,14/05/2023,Zentia,Tyrone Archer,Stephen Jones,161 Zentia,30 Zentia,Transfer,161,30,Zentia
TX434,27/02/2023,Auric,Kevin Young,Ryan Aguirre,468 Auric,34 Auric,Payment,468,34,Auric
TX435,01/08/2023,Zentia,Daniel Ellison,Jennifer Robinson,301 Zentia,5 Zentia,Payment,301,5,Zentia
TX436,02/01/2023,Lumina,James Frank,Dawn Rivers,150 Lumina,28 Lumina,Payment,150,28,Lumina
TX437,03/02/2023,Electra,Tammy Ray,Patricia Ramirez,284 Electra,48 Electra,Payment,284,48,Electra
TX438,12/01/2023,Lumina,Elizabeth Wise,Selena Carson,349 Lumina,26 Lumina,Payment,349,26,Lumina
TX439,30/04/2023,Auric,Lisa Wright,John Clark,88 Auric,1 Auric,Payment,88,1,Auric
TX440,22/07/2023,Electra,Madison Jones,Russell Stevenson,370 Electra,41 Electra,Payment,370,41,Electra
TX441,16/04/2023,Electra,Sean Soto,Deborah Johnson,690 Electra,10 Electra,Purchase,690,10,Electra
TX442,09/07/2023,Lumina,Hayden King,Nicholas Jones,217 Lumina,5 Lumina,Transfer,217,5,Lumina
TX443,14/03/2023,Lumina,Abigail Snyder,Erin Anderson,338 Lumina,11 Lumina,Transfer,338,11,Lumina
TX444,03/02/2023,Lumina,Brian Thornton MD,Trevor Lopez,317 Lumina,29 Lumina,Transfer,317,29,Lumina
TX445,19/02/2023,Electra,Dustin Johnson,Matthew Martin,840 Electra,2 Electra,Payment,840,2,Electra
TX446,09/04/2023,Lumina,Robin Bender,Stephen Potts,500 Lumina,45 Lumina,Transfer,500,45,Lumina
TX447,15/08/2023,Zentia,Donna Johnson,Erica Ball,30 Zentia,33 Zentia,Transfer,30,33,Zentia
TX448,25/03/2023,Auric,Stacey Allen,Ashley Taylor,948 Auric,39 Auric,Purchase,948,39,Auric
TX449,27/04/2023,Zentia,Matthew Moore,Bridget Smith,713 Zentia,31 Zentia,Payment,713,31,Zentia
TX450,10/04/2023,Zentia,James Hill,Whitney Sawyer,958 Zentia,3 Zentia,Purchase,958,3,Zentia
TX451,26/02/2023,Auric,Jesse Graham,Daniel Kelly,368 Auric,12 Auric,Transfer,368,12,Auric
TX452,19/04/2023,Electra,Melissa Jones,Alexandra King,635 Electra,5 Electra,Payment,635,5,Electra
TX453,11/04/2023,Auric,Crystal Sanders,Christina Gray,880 Auric,13 Auric,Transfer,880,13,Auric
TX454,14/06/2023,Auric,Sandra Gomez,Suzanne Chavez,477 Auric,38 Auric,Transfer,477,38,Auric
TX455,09/01/2023,Zentia,Daniel Johnson,Christopher Ball,815 Zentia,23 Zentia,Transfer,815,23,Zentia
TX456,14/02/2023,Electra,Heather Wood,Stephanie Ortiz,189 Electra,23 Electra,Transfer,189,23,Electra
TX457,22/04/2023,Lumina,Carrie Medina,Pamela Tyler,382 Lumina,11 Lumina,Transfer,382,11,Lumina
TX458,19/04/2023,Electra,Michael Diaz,Monica Hayes,234 Electra,48 Electra,Payment,234,48,Electra
TX459,24/05/2023,Zentia,Brittney Hunt,Mr. Steven Tucker,494 Zentia,35 Zentia,Payment,494,35,Zentia
TX460,09/03/2023,Lumina,Mary Ferguson,Sherry Carey,447 Lumina,4 Lumina,Purchase,447,4,Lumina
TX461,23/07/2023,Zentia,Holly Carr,Michael Romero,708 Zentia,24 Zentia,Transfer,708,24,Zentia
TX462,09/03/2023,Electra,John Dudley,Chloe Campbell,825 Electra,49 Electra,Payment,825,49,Electra
TX463,13/04/2023,Zentia,Joel Rangel,James Myers,612 Zentia,12 Zentia,Payment,612,12,Zentia
TX464,24/08/2023,Zentia,Jennifer Cox,Julie House,37 Zentia,9 Zentia,Purchase,37,9,Zentia
TX465,23/04/2023,Auric,Jason Kirby,John Lindsey,326 Auric,49 Auric,Transfer,326,49,Auric
TX466,23/05/2023,Electra,Edwin Hill,Jenna Brown,416 Electra,44 Electra,Payment,416,44,Electra
TX467,25/07/2023,Zentia,Amy Webb,Matthew Holmes,590 Zentia,46 Zentia,Transfer,590,46,Zentia
TX468,13/04/2023,Zentia,Thomas Ramos,Timothy Harris,237 Zentia,7 Zentia,Transfer,237,7,Zentia
TX469,08/07/2023,Auric,Dr. Kevin Myers III,Tonya Sherman,773 Auric,8 Auric,Transfer,773,8,Auric
TX470,14/01/2023,Lumina,Katie Kennedy,Kimberly Serrano,673 Lumina,10 Lumina,Purchase,673,10,Lumina
TX471,02/08/2023,Auric,Robert Miller,Michael Green,212 Auric,7 Auric,Transfer,212,7,Auric
TX472,12/02/2023,Lumina,Timothy Huerta,Nichole King,107 Lumina,44 Lumina,Transfer,107,44,Lumina
TX473,06/06/2023,Auric,John Newman,Jennifer Hernandez,452 Auric,46 Auric,Payment,452,46,Auric
TX474,05/05/2023,Electra,Tonya Rhodes,Anthony Moody,19 Electra,48 Electra,Purchase,19,48,Electra
TX475,19/01/2023,Electra,Jack Wheeler DDS,Thomas Jones,861 Electra,24 Electra,Transfer,861,24,Electra
